INDIV_ID_CASE_NUMBER,GENDER_CD,INACTIVE_IND,ACTIVE_IN_CASE_SW,EFF_BEGIN_DT,HIST_NAV_IND,SSN_SW,RESIDENCY_STATE_CD,US_CITIZEN_SW,RELATIONSHIP_TYPE_CD,PREPARES_AND_PURCHASES_SW,RELATIONSHIP_VRF_CD,VERF_RECEIVED_DT,PAYMENT_FREQUENCY_CD,EMPLOYER_NAME,EXPENSES_SW,INCOME_IS_ACCESSIBLE_SW,JOB_TITLE,PROJECTION_PERIOD_DAYS_CD,EMPLOYMENT_START_DT,PROJECTION_PERIOD_END_DT,PROJECTION_PERIOD_START_DT,PROVIDER_ID,LOST_EMPLOYMENT_SW,PROCESS_ID,IS_COMPLETE_SW_2,INSURANCE_INCOME_AMT,HOURS_WK,PLAN_TO_GAIN_IND_SW,EMP_SEQ_NUM_1,PAY_EXP_SEQ_NUM,PAYMENT_EXPENSE_DT,PAYMENT_EXPENSE_AMT,PAYMENT_EXPENSE_FREQUENCY_CD,PAYMENT_EXPENSE_VRF_CD,GROSS_PAY_PERIOD_AMT,HOURS_PER_WK,INCLUDE_PAYMENT_EXPENSE_SW,PAYMENT_INDICATOR_CD,REGULAR_HOURS,TYPE_CD_1,VERF_RECEIVED_DT_2,CHANGE_ACTION_DT,UNEARNED_SEQ_NUM,UNEARNED_INCOME_TYPE_CD,VERF_RECEIVED_DT_3,PAYMENT_FREQUENCY_CD_1,RESOURCE_SEQ_NUM,CONTRIBUTION_ININDV_ID,UNEARNED_SOURCE_CD,UNEARNED_INCOME_VRF_CD,OTHER_INCOME_AMT,PROG_CD,AID_REQUEST_SW,POLICY_YEAR,AVERAGE_MONTHLY_HOURS,BUDGETED_AMT,BUDGET_TYPE_CD,MA_BUDGET_AMT,MA_PROJECTED_AMT,PAYMENTS_EXPECTED,PAYMENTS_RECEIVED,PROJECTED_HOURS,PROJECTION_AMT
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,CH,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486487,SP,,MO,0,0,,AL,40,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,CH,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486459,SI,15-DEC-2016 12.00.00 AM,MO,0,0,FF,BA,393,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,NR,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486459,SI,01-DEC-2018 12.00.00 AM,MO,,,FF,BS,412,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,NR,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5966365,RSDI,,MO,,,FF,BS,379,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,NR,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5966365,RSDI,,MO,0,0,FF,BS,369,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,NR,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486459,SI,09-DEC-2017 12.00.00 AM,MO,0,0,FF,BS,401,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,NR,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5966365,RSDI,,MO,0,0,FF,BA,362,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,NR,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486487,SP,,MO,0,0,,AL,40,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,NR,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486459,SI,15-DEC-2016 12.00.00 AM,MO,0,0,FF,BA,393,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486459,SI,01-DEC-2018 12.00.00 AM,MO,,,FF,BS,412,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5966365,RSDI,,MO,,,FF,BS,379,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5966365,RSDI,,MO,0,0,FF,BS,369,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486459,SI,09-DEC-2017 12.00.00 AM,MO,0,0,FF,BS,401,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5966365,RSDI,,MO,0,0,FF,BA,362,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486487,SP,,MO,0,0,,AL,40,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486459,SI,15-DEC-2016 12.00.00 AM,MO,0,0,FF,BA,393,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,CH,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486459,SI,01-DEC-2018 12.00.00 AM,MO,,,FF,BS,412,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,CH,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5966365,RSDI,,MO,,,FF,BS,379,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,CH,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5966365,RSDI,,MO,0,0,FF,BS,369,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,CH,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486459,SI,09-DEC-2017 12.00.00 AM,MO,0,0,FF,BS,401,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,CH,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5966365,RSDI,,MO,0,0,FF,BA,362,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,CH,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486487,SP,,MO,0,0,,AL,40,MA,Y,2017,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,CH,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486459,SI,15-DEC-2016 12.00.00 AM,MO,0,0,FF,BA,393,MA,Y,2013,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,CH,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486459,SI,01-DEC-2018 12.00.00 AM,MO,,,FF,BS,412,MA,Y,2013,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,CH,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5966365,RSDI,,MO,,,FF,BS,379,MA,Y,2013,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,CH,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5966365,RSDI,,MO,0,0,FF,BS,369,MA,Y,2013,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,CH,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486459,SI,09-DEC-2017 12.00.00 AM,MO,0,0,FF,BS,401,MA,Y,2013,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,CH,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5966365,RSDI,,MO,0,0,FF,BA,362,MA,Y,2013,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,CH,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486487,SP,,MO,0,0,,AL,40,MA,Y,2013,,,,,,,,,
289637_775028249_289637,F,N,Y,01-JUL-2013 12.00.00 AM,S,Y,RI,Y,CH,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5486459,SI,15-DEC-2016 12.00.00 AM,MO,0,0,FF,BA,393,MA,Y,2013,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,SPS,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,20-OCT-2018 12.00.00 AM,MO,0,0,FF,BS,720,MA,Y,2013,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,SPS,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,16-SEP-2018 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2013,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,SPS,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,04-JUL-2018 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2013,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,SPS,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,16-AUG-2018 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2013,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,SPS,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7528096,SI,20-DEC-2017 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2013,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,SPS,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933623,SI,18-FEB-2017 12.00.00 AM,MO,0,0,FF,BS,707,MA,Y,2013,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,SPS,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933623,SI,18-MAR-2017 12.00.00 AM,MO,0,0,FF,WT,750,MA,Y,2013,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,SPS,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004175,SP,01-SEP-2016 12.00.00 AM,MO,0,0,CV,OT,40,MA,Y,2013,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,SPS,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933623,SI,01-SEP-2016 12.00.00 AM,MO,0,0,CV,OT,733,MA,Y,2013,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,20-OCT-2018 12.00.00 AM,MO,0,0,FF,BS,720,MA,Y,2013,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,16-AUG-2018 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7528096,SI,20-DEC-2017 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933623,SI,18-FEB-2017 12.00.00 AM,MO,0,0,FF,BS,707,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933623,SI,18-MAR-2017 12.00.00 AM,MO,0,0,FF,WT,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004175,SP,01-SEP-2016 12.00.00 AM,MO,0,0,CV,OT,40,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933623,SI,01-SEP-2016 12.00.00 AM,MO,0,0,CV,OT,733,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,20-OCT-2018 12.00.00 AM,MO,0,0,FF,BS,720,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,16-SEP-2018 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,04-JUL-2018 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,16-AUG-2018 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7528096,SI,20-DEC-2017 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933623,SI,18-FEB-2017 12.00.00 AM,MO,0,0,FF,BS,707,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933623,SI,18-MAR-2017 12.00.00 AM,MO,0,0,FF,WT,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004175,SP,01-SEP-2016 12.00.00 AM,MO,0,0,CV,OT,40,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933623,SI,01-SEP-2016 12.00.00 AM,MO,0,0,CV,OT,733,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,20-OCT-2018 12.00.00 AM,MO,0,0,FF,BS,720,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,16-SEP-2018 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,04-JUL-2018 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,16-AUG-2018 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7528096,SI,20-DEC-2017 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933623,SI,18-FEB-2017 12.00.00 AM,MO,0,0,FF,BS,707,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933623,SI,18-MAR-2017 12.00.00 AM,MO,0,0,FF,WT,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004175,SP,01-SEP-2016 12.00.00 AM,MO,0,0,CV,OT,40,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,MI,Y,PA,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933623,SI,01-SEP-2016 12.00.00 AM,MO,0,0,CV,OT,733,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,RI,Y,SPS,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,20-OCT-2018 12.00.00 AM,MO,0,0,FF,BS,720,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,RI,Y,SPS,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,16-SEP-2018 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,RI,Y,SPS,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,04-JUL-2018 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,RI,Y,SPS,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,16-AUG-2018 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,RI,Y,SPS,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7528096,SI,20-DEC-2017 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,RI,Y,SPS,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933623,SI,18-FEB-2017 12.00.00 AM,MO,0,0,FF,BS,707,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,RI,Y,SPS,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933623,SI,18-MAR-2017 12.00.00 AM,MO,0,0,FF,WT,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,RI,Y,SPS,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004175,SP,01-SEP-2016 12.00.00 AM,MO,0,0,CV,OT,40,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,RI,Y,SPS,N,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933623,SI,01-SEP-2016 12.00.00 AM,MO,0,0,CV,OT,733,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,20-OCT-2018 12.00.00 AM,MO,0,0,FF,BS,720,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,16-SEP-2018 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,04-JUL-2018 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,16-AUG-2018 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7528096,SI,20-DEC-2017 12.00.00 AM,MO,0,0,FF,BS,750,MA,Y,2016,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933623,SI,18-FEB-2017 12.00.00 AM,MO,0,0,FF,BS,707,MA,Y,2017,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933623,SI,18-MAR-2017 12.00.00 AM,MO,0,0,FF,WT,750,MA,Y,2017,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004175,SP,01-SEP-2016 12.00.00 AM,MO,0,0,CV,OT,40,MA,Y,2017,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933623,SI,01-SEP-2016 12.00.00 AM,MO,0,0,CV,OT,733,MA,Y,2017,,,,,,,,,
304191_775024350_304191,F,N,Y,01-JUN-2013 12.00.00 AM,S,Y,RI,Y,PA,Y,OT,01-SEP-2016 12.00.00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574090,SI,20-OCT-2018 12.00.00 AM,MO,0,0,FF,BS,720,MA,Y,2017,,,,,,,,,
